reg_number,bank,branch_name,address,city,branch_phone,url,note,history
2185,Nordea,Nordea St. Heddinge Afdeling,"Nytorv 5, 4660 Store Heddinge",Store Heddinge,+4570333333,www.nordea.dk,Erhvervsafdelingen Store Heddinge,
2186,Nordea,Nordea Erhvervscenter København Vest,"Hovedvejen 112, 2600 Glostrup",Glostrup,+4570334444,www.nordea.dk,Erhvervscenter Sjælland,
2187,Nordea,,,,,www.nordea.dk,Vestsjælland Kreditgruppe,
2189,Nordea,,,,,www.nordea.dk,Nordea Forvaltning,
2190,Nordea,Nordea Kalundborg Afdeling,"Vænget 13, 4400 Kalundborg",Kalundborg,+4570333333,www.nordea.dk,Kalundborg,
2191,Nordea,Nordea Erhvervsfilial København,"Vesterbrogade 8, 4. Sal, 0900 København C",København C,+4570334444,www.nordea.dk,Erhvervsafdelingen København,
2193,Nordea,Nordea Grenaa Afdeling,"Torvet 4, 8500 Grenaa",Grenaa,+4570333333,www.nordea.dk,Grenaa,
2194,Nordea,,,,,www.nordea.dk,Opfinderfond,
2195,Nordea,,,,,www.nordea.dk,Sydsjælland,
2196,Nordea,Nordea Erhvervsfilial København,"Vesterbrogade 8, 4. Sal, 0900 København C",København C,+4570334444,www.nordea.dk,København Vest Specialister,
2197,Nordea,Nordea Erhvervsfilial København,"Vesterbrogade 8, 4. Sal, 0900 København C",København C,+4570334444,www.nordea.dk,København Nord/Hørsholm Produktion,
2198,Nordea,,,,,www.nordea.dk,Sydsjælland Kreditgruppe,
2199,Nordea,Nordea Helsingør Afdeling,"Stengade 45, 3000 Helsingør",Helsingør,+4570333333,www.nordea.dk,Helsingør,
2201,Nordea,Nordea Lyngby Afdeling,"Lyngby Hovedgade 96, 2800 Kgs. Lyngby",Kgs. Lyngby,+4570333333,www.nordea.dk,Lyngby,
2202,Nordea,,,,,www.nordea.dk,Sydsjælland Produktion,
2203,Nordea,Nordea Køge Afdeling,"Torvet 14, 4600 Køge",Køge,+4570333333,www.nordea.dk,Produktionsafdelingen Køge,
2204,Nordea,Nordea Slagelse Afdeling,"Smedegade 8, 4200 Slagelse",Slagelse,+4570333333,www.nordea.dk,Slagelse,
2205,Nordea,,,,,www.nordea.dk,Landbrugscenter Lolland-Falster,
2206,Nordea,,,,,www.nordea.dk,Erhvervscenter Fyn,
2207,Nordea,,,,,www.nordea.dk,Erhvervsfilial Sønderjylland,
2208,Nordea,,,,,www.nordea.dk,Erhvervscenter Jylland Syd,
2209,Nordea,Nordea Brønderslev Afdeling,"Bredgade 7- 11, 9700 Brønderslev",Brønderslev,+4570333333,www.nordea.dk,Brønderslev,
2210,Nordea,,,,,www.nordea.dk,Erhvervscenter Jylland Midt/Vest,
2211,Nordea,,,,,www.nordea.dk,Erhvervscenter Jylland Øst,
2212,Nordea,,,,,www.nordea.dk,Erhvervscenter Randers/Djursland,
2213,Nordea,,,,,www.nordea.dk,Erhvervscenter Østjylland,
2214,Nordea,,,,,www.nordea.dk,Erhvervscenter Jylland Nord,
2215,Nordea,Nordea Erhvervsfilial København,"Vesterbrogade 8, 4. Sal, 0900 København C",København C,+4570334444,www.nordea.dk,København Vest,
2216,Nordea,Nordea Erhvervscenter København Vest,"Hovedvejen 112, 2600 Glostrup",Glostrup,+4570334444,www.nordea.dk,Erhvervscenter København Boligforeninger,
2217,Nordea,Nordea Erhvervscenter København Vest,"Hovedvejen 112, 2600 Glostrup",Glostrup,+4570334444,www.nordea.dk,Erhvervscenter København Vest,
2218,Nordea,Nordea Randers Syd,"Bøsbrovej 56C, 8940 Randers Sv",Randers Sv,+4570333333,www.nordea.dk,Syd- og Vestjylland Kreditgruppe,
2219,Nordea,Nordea Aarhus Afdeling,"Skt. Clemens Torv 2- 6, 8000 Aarhus C",Aarhus C,+4570333333,www.nordea.dk,Århus,
2220,Nordea,Nordea Erhvervsfilial København,"Vesterbrogade 8, 4. Sal, 0900 København C",København C,+4570334444,www.nordea.dk,Erhvervsafdelingen København,
2222,Nordea,Nordea Erhvervscenter København Vest,"Hovedvejen 112, 2600 Glostrup",Glostrup,+4570334444,www.nordea.dk,Erhvervscenter København Ejendomfinansiering,
2223,Nordea,Nordea Erhvervsfilial København,"Vesterbrogade 8, 4. Sal, 0900 København C",København C,+4570334444,www.nordea.dk,Erhvervsafdelingen København,
2224,Nordea,Nordea Erhvervscenter København Vest,"Hovedvejen 112, 2600 Glostrup",Glostrup,+4570334444,www.nordea.dk,Erhvervscenter København,
2225,Unknown,,,,,,,
2226,Nordea,,,,,www.nordea.dk,Erhvervsfilial København Vest,
2228,Nordea,Nordea Lyngby Afdeling,"Lyngby Hovedgade 96, 2800 Kgs. Lyngby",Kgs. Lyngby,+4570333333,www.nordea.dk,Lyngby,
2229,Nordea,Nordea Lyngby Afdeling,"Lyngby Hovedgade 96, 2800 Kgs. Lyngby",Kgs. Lyngby,+4570333333,www.nordea.dk,Lyngby,
2230,Nordea,Nordea Hillerød Afdeling,"Slotsgade 44, 3400 Hillerød",Hillerød,+4570333333,www.nordea.dk,Hillerød,
2232,Nordea,,,,,www.nordea.dk,Erhvervsfilial Roskilde/Frederikssund,
2233,Nordea,,,,,www.nordea.dk,Erhvervsfilial Køge,
2235,Nordea,Nordea Erhvervsfilial København,"Vesterbrogade 8, 4. Sal, 0900 København C",København C,+4570334444,www.nordea.dk,København Vest Erhvervsafdeling,
2236,Nordea,Nordea Landbrugscenter Fyn,"Vestre Stationsvej 7., 5100 Odense C",Odense C,+4570333333,www.nordea.dk,Fyn,
2237,Nordea,Nordea Aabenraa Afdeling,"Storegade 31, 6200 Aabenraa",Aabenraa,+4570333333,www.nordea.dk,Aabenraa,
2239,Nordea,Nordea Erhvervsfilial Sønderjylland,"Perlegade 9., 6400 Sønderborg",Sønderborg,+4570334444,www.nordea.dk,Sønderjylland Produktion,
2241,Nordea,Nordea Aarhus Afdeling,"Skt. Clemens Torv 2- 6, 8000 Aarhus C",Aarhus C,+4570333333,www.nordea.dk,Erhvervscenter Århus,
2242,Nordea,Nordea Erhvervsfilial København,"Vesterbrogade 8, 4. Sal, 0900 København C",København C,+4570334444,www.nordea.dk,København Nord Kreditgruppe,
2243,Nordea,Nordea Viborg PrivatkundeAfdeling,"Sct. Mathias Gade 68, 8800 Viborg",Viborg,+4570333333,www.nordea.dk,Viborg Sekretariat,
2245,Nordea,Nordea Erhvervsfilial Sønderjylland,"Perlegade 9., 6400 Sønderborg",Sønderborg,+4570334444,www.nordea.dk,Sønderjylland,
2246,Nordea,,,,,www.nordea.dk,Nordjylland Sekretariat,
2247,Nordea,,,,,www.nordea.dk,Syd- og Vestjylland Sekretariat,
2251,Nordea,Nordea Aarhus Afdeling,"Skt. Clemens Torv 2- 6, 8000 Aarhus C",Aarhus C,+4570333333,www.nordea.dk,Århus,
2252,Nordea,Nordea Lyngby Afdeling,"Lyngby Torv 2, 2800 Kgs. Lyngby",Kgs. Lyngby,+4570333333,www.nordea.dk,Lyngby,
2253,Nordea,Nordea Holte Afdeling,"Holte Stationsvej 20, 2840 Holte",Holte,+4570333333,www.nordea.dk,Holte,
2254,Nordea,Nordea Lyngby Afdeling,"Lyngby Torv 2, 2800 Kgs. Lyngby",Kgs. Lyngby,+4570333333,www.nordea.dk,Lyngby,
2255,Nordea,Nordea Helsingør Afdeling,"Stengade 45, 3000 Helsingør",Helsingør,+4570333333,www.nordea.dk,Helsingør,
2256,Nordea,Nordea Søborg Afdeling,"Søborg Hovedgade 112, 2860 Søborg",Søborg,+4570333333,www.nordea.dk,Søborg,
2257,Nordea,Nordea Holte Afdeling,"Holte Stationsvej 20, 2840 Holte",Holte,+4570333333,www.nordea.dk,Holte,
2259,Nordea,Nordea Nivå Afdeling,"Nivå Center 21, 2990 Nivå",Nivå,+4570333333,www.nordea.dk,Nivå,
2260,Nordea,Nordea Gilleleje Afdeling,"Vesterbrogade 18, 3250 Gilleleje",Gilleleje,+4570333333,www.nordea.dk,Gilleleje,
2261,Nordea,Nordea Lyngby Afdeling,"Lyngby Hovedgade 96, 2800 Kgs. Lyngby",Kgs. Lyngby,+4570333333,www.nordea.dk,Lyngby,Bagsværd
2262,Nordea,Nordea Herlev Afdeling,"Herlev Torv 18, 2730 Herlev",Herlev,+4570333333,www.nordea.dk,Herlev,
2263,Nordea,Nordea Hørsholm Afdeling,"Hovedgaden 20, 2970 Hørsholm",Hørsholm,+4570333333,www.nordea.dk,Hørsholm,
2264,Nordea,Nordea Aarhus Nord Afdeling,"Paludan-Müllers Vej 24, 8200 Aarhus N",Aarhus N,+4570333333,www.nordea.dk,Aarhus N,Møllevang
2265,Nordea,Nordea Aarhus Afdeling,"Skt. Clemens Torv 2- 6, 8000 Aarhus C",Aarhus C,+4570333333,www.nordea.dk,Århus,
2266,Nordea,Nordea Lyngby Afdeling,"Lyngby Torv 2, 2800 Kgs. Lyngby",Kgs. Lyngby,+4570333333,www.nordea.dk,Lyngby,
2267,Nordea,Nordea Risskov Afdeling,"Holmens Vej 2, 8240 Risskov",Risskov,+4570333333,www.nordea.dk,Risskov,
2268,Nordea,Nordea Birkerød Afdeling,"Hovedgaden 23, 3460 Birkerød",Birkerød,+4570333333,www.nordea.dk,Birkerød,
2269,Nordea,Nordea Hørsholm Afdeling,"Hovedgaden 20, 2970 Hørsholm",Hørsholm,+4570333333,www.nordea.dk,Hørsholm,
2270,Nordea,,,,,www.nordea.dk,Erhverv København Boligforeninger,
2271,Nordea,Nordea Lyngby Afdeling,"Lyngby Torv 2, 2800 Kgs. Lyngby",Kgs. Lyngby,+4570333333,www.nordea.dk,Lyngby,
2272,Nordea,,,,,www.nordea.dk,København Nord Sekretariat,
2273,Nordea,Nordea Frederiksberg Afdeling,"Smallegade 2, 2000 Frederiksberg",Frederiksberg,+4570333333,www.nordea.dk,Frederiksberg,
2274,Nordea,Nordea Fredensborg Afdeling,"Jernbanegade 3, 3480 Fredensborg",Fredensborg,+4570333333,www.nordea.dk,Fredensborg,
2275,Nordea,Nordea Taastrup Afdeling,"Taastrup Hovedgade 101, 2630 Taastrup",Taastrup,+4570333333,www.nordea.dk,Taastrup,
2276,Nordea,Nordea Hillerød Afdeling,"Slotsgade 44, 3400 Hillerød",Hillerød,+4570333333,www.nordea.dk,Hillerød,
2277,Nordea,Nordea Glostrup Afdeling,"Hovedvejen 112, 2600 Glostrup",Glostrup,+4570333333,www.nordea.dk,Glostrup,
2278,Nordea,Nordea Aarhus Nord Afdeling,"Paludan-Müllers Vej 24, 8200 Aarhus N",Aarhus N,+4570333333,www.nordea.dk,Aarhus N,Møllevang
2279,Nordea,Nordea Ballerup Afdeling,"Centrumgaden 1, 2750 Ballerup",Ballerup,+4570333333,www.nordea.dk,Ballerup,
2280,Nordea,Nordea Roskilde Afdeling,"Algade 16, 4000 Roskilde",Roskilde,+4570333333,www.nordea.dk,Roskilde,
2281,Nordea,Nordea Hvalsø Afdeling,"Hovedgaden 22, 4330 Hvalsø",Hvalsø,+4570333333,www.nordea.dk,Hvalsø,
2282,Nordea,Nordea Viby Sj. Afdeling,"Søndergade 8, 4130 Viby Sjælland",Viby Sjælland,+4570333333,www.nordea.dk,Viby Sjælland,
2283,Nordea,Nordea Roskilde Afdeling,"Algade 16, 4000 Roskilde",Roskilde,+4570333333,www.nordea.dk,Roskilde,Hedehusene
2284,Nordea,Nordea Viby Sj. Afdeling,"Søndergade 8, 4130 Viby Sjælland",Viby Sjælland,+4570333333,www.nordea.dk,Viby Sjælland,
2285,Nordea,Nordea Viby Sj. Afdeling,"Søndergade 8, 4130 Viby Sjælland",Viby Sjælland,+4570333333,www.nordea.dk,Viby Sjælland,
2286,Nordea,Nordea Randers Syd,"Bøsbrovej 56C, 8940 Randers Sv",Randers Sv,+4570333333,www.nordea.dk,Syd- og Vestjylland,
2287,Nordea,Nordea Greve Afdeling,"Centerholmen 16, 2670 Greve",Greve,+4570333333,www.nordea.dk,Greve Center,
2288,Nordea,,,,,www.nordea.dk,Kontantservice,
2289,Nordea,Nordea Roskilde Afdeling,"Algade 16, 4000 Roskilde",Roskilde,+4570333333,www.nordea.dk,Roskilde,
2290,Nordea,Nordea Roskilde Afdeling,"Algade 16, 4000 Roskilde",Roskilde,+4570333333,www.nordea.dk,Roskilde,
2291,Nordea,Nordea Jyllinge Afdeling,"Jyllinge Centret 6, 4040 Jyllinge",Jyllinge,+4570333333,www.nordea.dk,Jyllinge,
2292,Nordea,Nordea Roskilde Afdeling,"Algade 16, 4000 Roskilde",Roskilde,+4570333333,www.nordea.dk,Roskilde,
2293,Nordea,Nordea Borup Afdeling,"Hovedgaden 58, 4140 Borup",Borup,+4570333333,www.nordea.dk,Borup (sansynligvis Borup ved Roskilde),
2294,Nordea,Nordea Vesterport Afdeling,"Vesterbrogade 8, 1620 København V",København V,+4570333333,www.nordea.dk,Vesterport,
2295,Nordea,,,,,www.nordea.dk,Nordjylland,
2296,Nordea,Nordea Thisted Afdeling,"Toldbodgade 4, 7700 Thisted",Thisted,+4570333333,www.nordea.dk,Midt- og Vestjylland,
2300,Nordea,Nordea Sorø Afdeling,"Storgade 22, 4180 Sorø",Sorø,+4570333333,www.nordea.dk,Sorø,
2301,Nordea,Nordea Nexø Afdeling,"Store Torv 16-18, 3700 Rønne",Rønne,+4570333333,www.nordea.dk,"Torvet 1, 4293, Dianalund",
2302,Nordea,Nordea Dianalund Afdeling,"Torvet 1, 4293 Dianalund",Dianalund,+4570333333,www.nordea.dk,Dianalund,
2305,Nordea,Nordea Hillerød Afdeling,"Slotsgade 44, 3400 Hillerød",Hillerød,+4570333333,www.nordea.dk,Hillerød/Helsingør,
2306,Nordea,,,,,www.nordea.dk,Vestsjælland,
2307,Nordea,Nordea Erhvervsfilial København,"Vesterbrogade 8, 4. Sal, 0900 København C",København C,+4570334444,www.nordea.dk,København Nord Inkasso,
2308,Nordea,Nordea Aarhus Afdeling,"Skt. Clemens Torv 2- 6, 8000 Aarhus C",Aarhus C,+4570333333,www.nordea.dk,Århus Produktion,
2310,Nordea,Nordea Værløse Afdeling,"Bymidten 50, 3500 Værløse",Værløse,+4570333333,www.nordea.dk,"Bymidten 50, 3500 Værløse",
2311,Nordea,Nordea Søborg Afdeling,"Søborg Hovedgade 112, 2860 Søborg",Søborg,+4570333333,www.nordea.dk,Søborg,
2313,Nordea,Nordea Espergærde Afdeling,"Øster Torv 4, 3060 Espergærde",Espergærde,+4570333333,www.nordea.dk,"Øster Torv 4, 3060 Espergærde",
2314,Nordea,Nordea Skovlunde Afdeling,"Torvestrædet 22- 24, 2740 Skovlunde",Skovlunde,+4570333333,www.nordea.dk,"Torvestrædet 22-24, 2740 Skovlunde",
2315,Nordea,Nordea Erhvervsfilial København,"Vesterbrogade 8, 4. Sal, 0900 København C",København C,+4570334444,www.nordea.dk,København Vest Privatkunder,
2316,Nordea,Nordea Viby Afdeling,"Skanderborgvej 190, 8260 Viby J",Viby J,+4570333333,www.nordea.dk,"Skanderborgvej 190, 8260 Viby J",
2317,Nordea,Nordea Skibby Afdeling,"Hovedgaden 48, 4050 Skibby",Skibby,+4570333333,www.nordea.dk,Åbyhøj,
2318,Nordea,Nordea Højbjerg Afdeling,"Rundhøjtorvet 3, 8270 Højbjerg",Højbjerg,+4570333333,www.nordea.dk,"Rundhøjtorvet 3, 8270 Højbjerg",
2320,Nordea,Nordea Faxe Afdeling,"Torvegade 14 A, 4640 Faxe",Faxe,+4570333333,www.nordea.dk,Faxe,
2321,Nordea,Nordea Faxe Afdeling,"Torvegade 14 A, 4640 Faxe",Faxe,+4570333333,www.nordea.dk,Faxe,
2322,Nordea,Nordea Faxe Afdeling,"Torvegade 14 A, 4640 Faxe",Faxe,+4570333333,www.nordea.dk,Faxe,
2323,Nordea,,,,,www.nordea.dk,Nemkonto Cpr,
2324,Nordea,Nordea Rønne Afdeling,"Store Torv 16-18, 3700 Rønne",Rønne,+4570334444,www.nordea.dk,Erhvervsfilial Syd- og Vestjylland,
2325,Nordea,Nordea Aarhus Afdeling,"Skt. Clemens Torv 2- 6, 8000 Aarhus C",Aarhus C,+4570333333,www.nordea.dk,Århus Storkundeafdeling,
2330,Nordea,Nordea Viborg Afdeling,"Sct. Mathias Gade 68, 8800 Viborg",Viborg,+4570333333,www.nordea.dk,Viborg,
2331,Nordea,Nordea Bjerringbro Afdeling,"Storegade 12, 8850 Bjerringbro",Bjerringbro,+4570333333,www.nordea.dk,Bjerringbro,
2332,Nordea,Nordea Viborg Afdeling,"Sct. Mathias Gade 68, 8800 Viborg",Viborg,+4570333333,www.nordea.dk,Viborg,
2334,Nordea,Nordea Viborg Afdeling,"Sct. Mathias Gade 68, 8800 Viborg",Viborg,+4570333333,www.nordea.dk,Viborg,
2335,Nordea,Nordea Viborg Afdeling,"Sct. Mathias Gade 68, 8800 Viborg",Viborg,+4570333333,www.nordea.dk,Viborg,
2336,Nordea,Nordea Aarhus Afdeling,"Skt. Clemens Torv 2- 6, 8000 Aarhus C",Aarhus C,+4570333333,www.nordea.dk,Århus Erhverv,
2340,Nordea,Nordea St. Heddinge Afdeling,"Nytorv 5, 4660 Store Heddinge",Store Heddinge,+4570333333,www.nordea.dk,Store Heddinge,
2341,Nordea,Nordea St. Heddinge Afdeling,"Nytorv 5, 4660 Store Heddinge",Store Heddinge,+4570333333,www.nordea.dk,Store Heddinge,
2342,Nordea,,,,,www.nordea.dk,Medarbejderbanken,
2343,Nordea,Nordea Greve Afdeling,"Centerholmen 16, 2670 Greve",Greve,+4570333333,www.nordea.dk,Greve,
2344,Nordea,Nordea Solrød Center Afdeling,"Solrød Center 130, 2680 Solrød Strand",Solrød Strand,+4570333333,www.nordea.dk,Solrød Strand,
2346,Nordea,Nordea Roskilde Afdeling,"Algade 16, 4000 Roskilde",Roskilde,+4570333333,www.nordea.dk,Roskilde,
2347,Nordea,Nordea Greve Afdeling,"Centerholmen 16, 2670 Greve",Greve,+4570334444,www.nordea.dk,Greve,Hundige
2348,Nordea,Nordea Allerød Afdeling,"M.d. Madsensvej 7, 3450 Allerød",Allerød,+4570333333,www.nordea.dk,Allerød,
2350,Nordea,Nordea Aalborg Afdeling,"Prinsensgade 15, 9000 Aalborg",Aalborg,+4570333333,www.nordea.dk,Aalborg,
2351,Nordea,Nordea Aalborg Afdeling,"Prinsensgade 15, 9000 Aalborg",Aalborg,+4570333333,www.nordea.dk,Aalborg,
2352,Nordea,Nordea Aalborg Afdeling,"Prinsensgade 15, 9000 Aalborg",Aalborg,+4570333333,www.nordea.dk,Aalborg,
2356,Nordea,Nordea Hadsten Afdeling,"Prinsensgade 15, 9000 Aalborg",Aalborg,+4570333333,www.nordea.dk,Aalborg,Hals
2358,Nordea,Nordea Erhverv + Privat,"Lyngby Torv 2, 2800 Kgs. Lyngby",Kgs. Lyngby,+4570334444,www.nordea.dk,Nordjylland Erhverv,
2360,Nordea,Nordea Køge Afdeling,"Torvet 14, 4600 Køge",Køge,+4570333333,www.nordea.dk,Køge,
2361,Nordea,Nordea St. Heddinge Afdeling,"Nytorv 5, 4660 Store Heddinge",Store Heddinge,+4570333333,www.nordea.dk,Store Heddinge,Hårlev
2362,Nordea,Nordea Køge Afdeling,"Torvet 14, 4600 Køge",Køge,+4570333333,www.nordea.dk,Køge,Herfølge
2363,Nordea,Nordea Køge Afdeling,"Torvet 14, 4600 Køge",Køge,+4570333333,www.nordea.dk,Køge,
2364,Nordea,Nordea Borup Afdeling,"Hovedgaden 58, 4140 Borup",Borup,+4570333333,www.nordea.dk,Borup,Bjæverskov
2366,Nordea,Nordea Ølby Afdeling,"Ølby Torvecenter 27, 4600 Køge",Køge,+4570333333,www.nordea.dk,Ølby,
2370,Nordea,Nordea Odense C Afdeling,"Vestergade 64, 5000 Odense C",Odense C,+4570333333,www.nordea.dk,Odense C,
2371,Nordea,Nordea Odense Afdeling,"Kochsgade 140, 5000 Odense",Odense,+4570333333,www.nordea.dk,Odense,
2373,Nordea,Nordea Tarup Afdeling,"Rugårdsvej 191, 5210 Odense Nv",Odense Nv,+4570333333,www.nordea.dk,Tarup,
2374,Nordea,Nordea Dalum Afdeling,"Dalumvej 16, 5250 Odense Sv",Odense Sv,+4570333333,www.nordea.dk,Dalum,
2375,Nordea,Nordea Hjallesevej Afdeling,"Hjallesevej 126, 5230 Odense",Odense,+4570333333,www.nordea.dk,Hjallesevej,
2376,Nordea,Nordea Tarup Afdeling,"Rugårdsvej 191, 5210 Odense Nv",Odense Nv,+4570333333,www.nordea.dk,Tarup,
2377,Nordea,Nordea Kerteminde Afdeling,"Langegade 33, 5300 Kerteminde",Kerteminde,+4570333333,www.nordea.dk,Kerteminde,
2378,Nordea,Nordea Nordvestjylland Kredit,"Nørregade 14, 7500 Holstebro",Holstebro,+4570334444,www.nordea.dk,Nordvestjylland Kredit,
2379,Nordea,Nordea Nordvestjylland Kredit,"Nørregade 14, 7500 Holstebro",Holstebro,+4570334444,www.nordea.dk,Nordvestjylland Erhverv,
2380,Nordea,Nordea Silkeborg Afdeling,"Vestergade 13, 8600 Silkeborg",Silkeborg,+4570333333,www.nordea.dk,Silkeborg,
2381,Nordea,Nordea Silkeborg Afdeling,"Vestergade 13, 8600 Silkeborg",Silkeborg,+4570333333,www.nordea.dk,Silkeborg,
2382,Nordea,Nordea Silkeborg Afdeling,"Vestergade 13, 8600 Silkeborg",Silkeborg,+4570333333,www.nordea.dk,Silkeborg,
2383,Nordea,Nordea Silkeborg Afdeling,"Vestergade 13, 8600 Silkeborg",Silkeborg,+4570333333,www.nordea.dk,Silkeborg,
2384,Nordea,Nordea Silkeborg Afdeling,"Vestergade 13, 8600 Silkeborg",Silkeborg,+4570333333,www.nordea.dk,Silkeborg,
2390,Nordea,Nordea Nordvestjylland Kredit,"Nørregade 14, 7500 Holstebro",Holstebro,+4570334444,www.nordea.dk,Nordvestjylland,
2392,Nordea,Nordea Nordvestjylland Kredit,"Nørregade 14, 7500 Holstebro",Holstebro,+4570334444,www.nordea.dk,Nordvestjylland Sekretariat,
2393,Nordea,Nordea Struer Afdeling,"Ved Fjorden 2, 7600 Struer",Struer,+4570333333,www.nordea.dk,Struer,
2400,Nordea,Nordea Slagelse Afdeling,"Smedegade 8, 4200 Slagelse",Slagelse,+4570333333,www.nordea.dk,Slagelse,
2401,Nordea,Nordea Slagelse Afdeling,"Smedegade 8, 4200 Slagelse",Slagelse,+4570333333,www.nordea.dk,Slagelse,
2402,Nordea,Nordea Roskilde Afdeling,"Algade 16, 4000 Roskilde",Roskilde,+4570333333,www.nordea.dk,Roskilde,
2403,Nordea,Nordea Frederikssund Afdeling,"Jernbanegade 11, 3600 Frederikssund",Frederikssund,+4570333333,www.nordea.dk,Frederikssund,
2404,Nordea,Nordea Aarhus Afdeling,"Skt. Clemens Torv 2- 6, 8000 Aarhus C",Aarhus C,+4570333333,www.nordea.dk,Århus,
2405,Nordea,Nordea Åbyhøj Afdeling,"Silkeborgvej 261- 263, 8230 Åbyhøj",Åbyhøj,+4570333333,www.nordea.dk,Åbyhøj,
2406,Nordea,Nordea Solrød Center Afdeling,"Solrød Center 130, 2680 Solrød Strand",Solrød Strand,+4570333333,www.nordea.dk,Solrød Center,
2407,Nordea,Nordea Hellerup Afdeling,"Strandvejen 159, 2900 Hellerup",Hellerup,+4570333333,www.nordea.dk,Hellerup,
2408,Nordea,Nordea Søborg Afdeling,"Søborg Hovedgade 112, 2860 Søborg",Søborg,+4570333333,www.nordea.dk,Søborg,
2409,Nordea,Nordea Risskov Afdeling,"Holmens Vej 2, 8240 Risskov",Risskov,+4570333333,www.nordea.dk,Risskov,
2410,Nordea,Nordea Albertslund Afdeling,"Bytorvet 2, 2620 Albertslund",Albertslund,+4570333333,www.nordea.dk,Albertslund,
2411,Nordea,Nordea Gilleleje Afdeling,"Vesterbrogade 18, 3250 Gilleleje",Gilleleje,+4570333333,www.nordea.dk,Gilleleje,
2412,Nordea,Nordea Åbyhøj Afdeling,"Silkeborgvej 261- 263, 8230 Åbyhøj",Åbyhøj,+4570333333,www.nordea.dk,Åbyhøj,
2413,Nordea,Nordea Farum Afdeling,"Farum Hovedgade 14, 3520 Farum",Farum,+4570333333,www.nordea.dk,Farum,
2414,Nordea,Nordea Ishøj Afdeling,"Ishøj Vestergade 8, 2635 Ishøj",Ishøj,+4570333333,www.nordea.dk,Ishøj,
2415,Nordea,Nordea Nivå Afdeling,"Nivå Center 21, 2990 Nivå",Nivå,+4570333333,www.nordea.dk,Nivå,
2416,Nordea,Nordea Ballerup Afdeling,"Centrumgaden 1, 2750 Ballerup",Ballerup,+4570333333,www.nordea.dk,Ballerup,
2417,Nordea,Nordea Taastrup Afdeling,"Taastrup Hovedgade 101, 2630 Taastrup",Taastrup,+4570333333,www.nordea.dk,Taastrup,
2418,Nordea,Nordea Helsinge Afdeling,"Østergade 7, 3200 Helsinge",Helsinge,+4570333333,www.nordea.dk,Helsinge,
2419,Nordea,Nordea Stenløse Afdeling,"Egedal Centret 21, 3660 Stenløse",Stenløse,+4570333333,www.nordea.dk,Stenløse,
2420,Nordea,Nordea Løgstør Afdeling,"Østerbrogade 19, 9670 Løgstør",Løgstør,+4570333333,www.nordea.dk,Løgstør,
2421,Nordea,Nordea Aars Afdeling,"Himmerlandsgade 101, 9600 Aars",Aars,+4570333333,www.nordea.dk,Aars,
2423,Nordea,Nordea Viby Sj. Afdeling,"Søndergade 8, 4130 Viby Sjælland",Viby Sjælland,+4570333333,www.nordea.dk,Viby,
2424,Nordea,Nordea Odder Afdeling,"Banegårdsgade 2, 8300 Odder",Odder,+4570333333,www.nordea.dk,Odder,
2425,Nordea,Nordea Horsens,"Rådhustorvet 13- 19, 8700 Horsens",Horsens,+4570333333,www.nordea.dk,Horsens,
2426,Nordea,Nordea Vordingborg Afdeling,"Prins Jørgens Alle 6B, 4760 Vordingborg",Vordingborg,+4570333333,www.nordea.dk,Vordingborg,
2427,Nordea,Nordea Næstved Afdeling,"Axeltorv 2, 4700 Næstved",Næstved,+4570333333,www.nordea.dk,Næstved,
2428,Nordea,Nordea Holbæk Afdeling,"Ahlgade 20- 24, 4300 Holbæk",Holbæk,+4570333333,www.nordea.dk,Holbæk,
2429,Nordea,Nordea Holbæk Afdeling,"Ahlgade 20- 24, 4300 Holbæk",Holbæk,+4570333333,www.nordea.dk,Holbæk,
2430,Nordea,Nordea Ribe Afdeling,"Seminarievej 8, 6760 Ribe",Ribe,+4570333333,www.nordea.dk,"Seminarievej 8, 6760 Ribe",
2431,Nordea,Nordea Kalundborg Afdeling,"Vænget 13, 4400 Kalundborg",Kalundborg,+4570333333,www.nordea.dk,Kalundborg,
2432,Nordea,Nordea Kalundborg Afdeling,"Vænget 13, 4400 Kalundborg",Kalundborg,+4570333333,www.nordea.dk,Kalundborg,
2433,Nordea,Nordea Slagelse Afdeling,"Smedegade 8, 4200 Slagelse",Slagelse,+4570333333,www.nordea.dk,Slagelse,
2434,Nordea,Nordea Rønne,"Store Torv 16-18, 3700 Rønne",Rønne,+4570333333,www.nordea.dk,Rønne,
2435,Nordea,Nordea Middelfart Afdeling,"Algade 83, 5500 Middelfart",Middelfart,+4570333333,www.nordea.dk,Middelfart,
2436,Nordea,Nordea Nyborg Afdeling,"Baggersgade 1- 5, 5800 Nyborg",Nyborg,+4570333333,www.nordea.dk,Nyborg,
2437,Nordea,Nordea Svendborg Afdeling,"Centrumpladsen 8, 5700 Svendborg",Svendborg,+4570333333,www.nordea.dk,Svendborg,
2438,Nordea,Nordea Rudkøbing Afdeling,"Ørstedsgade 6, 5900 Rudkøbing",Rudkøbing,+4570333333,www.nordea.dk,Rudkøbing,
2440,Nordea,Nordea Fredericia Afdeling,"Gothersgade 5, 7000 Fredericia",Fredericia,+4570333333,www.nordea.dk,Fredericia,
