reg_number,bank,branch_name,address,city,branch_phone,url,note,history
3651,Danske Bank,Danske Bank Ebeltoft Afdeling,"Jernbanegade 29, 8400 Ebeltoft",Ebeltoft,+4545122890,www.danskebank.dk,Ebeltoft,
3652,Danske Bank,Danske Bank Egå Afdeling,"Egå Havvej 2A, 8250 Egå",Egå,+4545122950,www.danskebank.dk,Egå,
3654,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Økonomi,
3655,Danske Bank,,,,,www.danskebank.dk,Engagement Afgang,
3656,Danske Bank,Danske Bank Viby Afdeling,"Viby Centret, 8260 Viby J",Viby J,+4545123150,www.danskebank.dk,Viby,
3657,Danske Bank,Danske Bank Risskov Afdeling,"Nordre Strandvej 43, 8240 Risskov",Risskov,+4545124030,www.danskebank.dk,Risskov,
3661,Danske Bank,Danske Bank Viby Afdeling,"Viby Centret, 8260 Viby J",Viby J,+4545123150,www.danskebank.dk,Viby,
3667,Danske Bank,Danske Bank Store Kongensgade Afdeling,"Store Kongensgade 49, 1264 København K",København K,+4545120110,www.danskebank.dk,Private Banking København,
3668,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Glostrup,
3671,Danske Bank,,,,,www.danskebank.dk,Erhvervs Service,
3672,Danske Bank,,,,,www.danskebank.dk,Boligcenter Erhverv,
3673,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Privat Lyngby,
3674,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Service Danske Bank,
3675,Danske Bank,Danske Bank Skanderborg Afdeling,"Adelgade 108, 8660 Skanderborg",Skanderborg,+4545125350,www.danskebank.dk,Skanderborg,
3678,Danske Bank,Danske Bank Viby Afdeling,"Viby Centret, 8260 Viby J",Viby J,+4545123150,www.danskebank.dk,Viby,
3679,Danske Bank,Danske Bank Ry Afdeling,"Klostervej 2, 8680 Ry",Ry,+4545124060,www.danskebank.dk,Ry,
3683,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Hillerød,
3684,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Bank Dk,
3685,Danske Bank,,,,,www.danskebank.dk,Business Development,
3686,Danske Bank,,,,,www.danskebank.dk,Økonomi,
3688,Danske Bank,,,,,www.danskebank.dk,Serviceafdelingen-Privat (1551,
3695,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Service,
3696,Danske Bank,Danske Bank Vejgaard Afdeling,"Hadsundvej 25, 9000 Aalborg",Aalborg,+4545120290,www.danskebank.dk,Vejgaard,
3697,Danske Bank,Danske Bank Hasseris Afdeling,"Hasseris Bymidte, 9000 Aalborg",Aalborg,+4545122910,www.danskebank.dk,Hasseris,
3698,Danske Bank,Danske Bank Hasseris Afdeling,"Hasseris Bymidte, 9000 Aalborg",Aalborg,+4545122910,www.danskebank.dk,Hasseris,
3701,Danske Bank,Danske Bank Hasseris Afdeling,"Hasseris Bymidte, 9000 Aalborg",Aalborg,+4545122910,www.danskebank.dk,Hasseris,
3702,Danske Bank,Danske Bank Hasseris Afdeling,"Hasseris Bymidte, 9000 Aalborg",Aalborg,+4545122910,www.danskebank.dk,Hasseris,
3703,Danske Bank,Danske Bank Holmens Kanal Afdeling,"Holmens Kanal 2, 1092 København K",København K,+4545126000,www.danskebank.dk,Nyc Holmens Kanal,
3705,Danske Bank,Danske Bank Brønderslev Afdeling,"Nygade 38, 9700 Brønderslev",Brønderslev,+4545125380,www.danskebank.dk,Brønderslev,
3706,Danske Bank,,,,,www.danskebank.dk,Hadsund,
3708,Danske Bank,Danske Bank Hobro Afdeling,"Adelgade 34, 9500 Hobro",Hobro,+4545125370,www.danskebank.dk,Hobro,
3710,Danske Bank,Danske Bank Aars Afdeling,"Himmerlandsgade 73, 9600 Aars",Aars,+4545124680,www.danskebank.dk,Aars,
3711,Danske Bank,Danske Bank Støvring Afdeling,"City Centret, 9530 Støvring",Støvring,+4545124120,www.danskebank.dk,Støvring,
3714,Danske Bank,Danske Bank Aabybro Afdeling,"Aabybro Centret 4D, 9440 Aabybro",Aabybro,+4545121660,www.danskebank.dk,Aabybro,
3724,Danske Bank,Danske Bank Nibe Afdeling,"Genboløsgade 3, 9240 Nibe",Nibe,+4545123370,www.danskebank.dk,Nibe,
3730,Danske Bank,,,,,www.danskebank.dk,American Express Card Services,
3733,Danske Bank,Danske Bank Kolding Afdeling,"Riberdyb 26, 6000 Kolding",Kolding,+4545123590,www.danskebank.dk,Kolding,
3734,Danske Bank,Danske Bank Varde Afdeling,"Kræmmergade 5, 6800 Varde",Varde,+4545123600,www.danskebank.dk,Varde,
3735,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Analyse Kvantitativ Analyse,
3737,Danske Bank,Danske Bank Vejen Afdeling,"Nørregade 8, 6600 Vejen",Vejen,+4545120140,www.danskebank.dk,Vejen,
3738,Danske Bank,Danske Bank Vejen Afdeling,"Nørregade 8, 6600 Vejen",Vejen,+4545120140,www.danskebank.dk,Vejen,
3740,Danske Bank,Danske Bank Skive Afdeling,"Østergade 1, 7800 Skive",Skive,+4545124960,www.danskebank.dk,Skive,
3741,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Markets Middle Office,
3742,Danske Bank,Danske Bank Hillerød Afdeling,"Munkeengen 32, 3400 Hillerød",Hillerød,+4545121000,www.danskebank.dk,Private Banking Hillerød,
3743,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Capital,
3747,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,"Rd. Boligservice, Vejle",
3748,Danske Bank,,,,,www.danskebank.dk,,
3750,Danske Bank,,,,,www.danskebank.dk,Kunde Aftaler - Privat,
3767,Danske Bank,Danske Bank Rødovre Centrum Afdeling,"Rødovre Centrum 120, 2610 Rødovre",Rødovre,+4545122760,www.danskebank.dk,Rd Erhverv Vest,
3775,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Dcm Dk.,
3776,Danske Bank,,,,,www.danskebank.dk,Erhverv Salg & Service,
3777,Danske Bank,,,,,www.danskebank.dk,Service Direkte,
3778,Danske Bank,,,,,www.danskebank.dk,Privat Direkte & Invest. Direkte,
3779,Danske Bank,,,,,www.danskebank.dk,Kredit/juridisk Sektion,
3783,Danske Bank,,,,,www.danskebank.dk,Filialdrift,
3784,Danske Bank,,,,,www.danskebank.dk,Account Control,
3785,Danske Bank,,,,,www.danskebank.dk,Long Funding,
3786,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Markets - Dmfied,
3787,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Markets - Fids,
3788,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Securities/sales & Trading,
3789,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Markets - Realkredit,
3809,Danske Bank,Danske Bank Store Kongensgade Afdeling,"Store Kongensgade 49, 1264 København K",København K,+4545120110,www.danskebank.dk,Store Virksomheders Kredit,
3824,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Marked Cib,
3825,Danske Bank,,,,,www.danskebank.dk,Indgående Betalinger,
3827,Danske Bank,,,,,www.danskebank.dk,Gruppe Betalings Service,
3828,Danske Bank,,,,,www.danskebank.dk,Financielle Institutioner,
3829,Danske Bank,,,,,www.danskebank.dk,Bolig Service,
3830,Danske Bank,,,,,www.danskebank.dk,Låne Service - Privat,
3837,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Analyse Strategi,
3838,Danske Bank,,,,,www.danskebank.dk,Rls - Kontanthåndtering Ktas,
3840,Danske Bank,,,,,www.danskebank.dk,Hr Service,
3845,Danske Bank,Danske Bank Vejen Afdeling,"Nørregade 8, 6600 Vejen",Vejen,+4545120140,www.danskebank.dk,Vejen,
3846,Danske Bank,Danske Bank Brabrand Afdeling,"Hovedgaden 59, 8220 Brabrand",Brabrand,+4545123950,www.danskebank.dk,"Rls - Kontanthåndtering, Brabrand",
3858,Danske Bank,,,,,www.danskebank.dk,Forretningsudvikling,
3860,Danske Bank,,,,,www.danskebank.dk,Pensionsservice,
3861,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Dc Aktiver Tildelinger og Pligter,
3862,Danske Bank,,,,,www.danskebank.dk,Dm Sikkerhedsstillelse,
3864,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Kapital Administration,
3868,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,"Danske Kapital, Udvikling",
3873,Danske Bank,,,,,www.danskebank.dk,Engagement Tilgang,
3874,Danske Bank,,,,,www.danskebank.dk,Private Banking Elite,
3880,Danske Bank,Danske Bank Store Kongensgade Afdeling,"Store Kongensgade 49, 1264 København K",København K,+4545120110,www.danskebank.dk,"Dm Fix. mm & Afledt Salg, København",
3881,Danske Bank,,,,,www.danskebank.dk,Bobehandling,
3882,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Marked - Dmfxmm,
3883,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Marked - Dmfxmm,
3884,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Marked Penge,
3885,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Marked Udenlandske Obligationer,
3886,Danske Bank,,,,,www.danskebank.dk,Virksomhedshandlinger,
3887,Danske Bank,,,,,www.danskebank.dk,Internationale Afviklinger,
3896,Danske Bank,,,,,www.danskebank.dk,Kontoservice,
3900,Unknown,,,,,,,
3901,Danske Bank,,,,,www.danskebank.dk,International Private Clients,
3903,Danske Bank,,,,,www.danskebank.dk,Blanket Behandling,
3913,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Marked Makro,
3914,Danske Bank,Danske Bank Nyborg Afdeling,"Nørregade 2, 5800 Nyborg",Nyborg,+4545125110,www.danskebank.dk,Nyborg,
3920,Danske Bank,,,,,www.danskebank.dk,"Rls.-Kontanthåndtering, Ejby",
3921,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Marked Spot/opt,
3922,Danske Bank,Danske Bank Aalborg Afdeling,"Algade 53, 9000 Aalborg",Aalborg,+4545121100,www.danskebank.dk,Aalborg,
3924,Danske Bank,,,,,www.danskebank.dk,Forretnings Styrings Systemer,
3925,Danske Bank,,,,,www.danskebank.dk,,
3928,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Bank Ics Denmark,
3930,Danske Bank,,,,,www.danskebank.dk,Forretningskredit Danmark,
3931,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Cib Dk - Ledelse,
3936,Danske Bank,,,,,www.danskebank.dk,Kreditoplysninger,
3939,Danske Bank,,,,,www.danskebank.dk,Låne Service - Privat,
3940,Danske Bank,,,,,www.danskebank.dk,,
3941,Danske Bank,,,,,www.danskebank.dk,,
3943,Danske Bank,,,,,www.danskebank.dk,Handelsfinans - Eksportfinans,
3945,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Marked Kredit,
3946,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Forvaltning,
3947,Danske Bank,,,,,www.danskebank.dk,Detail & SME,
3948,Danske Bank,,,,,www.danskebank.dk,Pantebreve,
3950,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Marked,
3952,Danske Bank,,,,,www.danskebank.dk,Interbank,
3954,Danske Bank,Danske Bank Amager Afdeling,"Amagerbrogade 105, 2300 København S",København S,+4545120280,www.danskebank.dk,Amager,
3956,Danske Bank,,,,,www.danskebank.dk,Landbrugscenter Sjælland,
3958,Danske Bank,,,,,www.danskebank.dk,Betalingskort,
3970,Danske Bank,,,,,www.danskebank.dk,Kundelinien - Kreditkort,
3981,Danske Bank,,,,,www.danskebank.dk,Clearingskontoret,
3985,Danske Bank,,,,,www.danskebank.dk,Pensioner - Hele Banken,
3991,Danske Bank,,,,,www.danskebank.dk,Manuel Forarbejdning,
3993,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Nordisk Afvikling og Varetægt,
3996,Danske Bank,,,,,www.danskebank.dk,Loro,
3999,Danske Bank,,,,,www.danskebank.dk,Support Direkte,
4000,Danske Bank,,,,,www.danskebank.dk,Betalinger/indland,
4001,Danske Bank,Danske Bank Holmens Kanal Afdeling,"Holmens Kanal 2, 1092 København K",København K,+4545126000,www.danskebank.dk,Holmens Kanal,
4002,Danske Bank,,,,,www.danskebank.dk,Group Compliance,
4003,Danske Bank,,,,,www.danskebank.dk,Pension,
4014,Danske Bank,Danske Bank Odense Afdeling,"Flakhaven 1, 5100 Odense C",Odense C,+4545120810,www.danskebank.dk,Fællesdrift Odense,
4015,Danske Bank,,,,,www.danskebank.dk,Serviceafdelingen Db,
4020,Danske Bank,,,,,www.danskebank.dk,Ksc/sekretariat,
4023,Danske Bank,,,,,www.danskebank.dk,Realkredit Bornholm,
4024,Danske Bank,Danske Bank Helsingør Afdeling,"Stengade 57B, 3000 Helsingør",Helsingør,+4545120560,www.danskebank.dk,Realkreditkontor Helsingør,
4025,Danske Bank,Danske Bank Hillerød Afdeling,"Munkeengen 32, 3400 Hillerød",Hillerød,+4545121000,www.danskebank.dk,Realkreditkontor Hillerød,
4027,Danske Bank,Danske Bank Store Kongensgade Afdeling,"Store Kongensgade 49, 1264 København K",København K,+4545120110,www.danskebank.dk,Realkreditkontor København,
4028,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Realkreditkontor Lyngby,
4029,Danske Bank,Danske Bank Nykøbing F Afdeling,"Langgade 13, 4800 Nykøbing F.",Nykøbing F.,+4545125300,www.danskebank.dk,Realkreditkontor Nykøbing Falster,
4030,Danske Bank,Danske Bank Næstved Afdeling,"Hjultorv 18, 4700 Næstved",Næstved,+4545120260,www.danskebank.dk,Realkreditkontor Næstved,
4031,Danske Bank,Danske Bank Roskilde Afdeling,"Stændertorvet 5, 4000 Roskilde",Roskilde,+4545122100,www.danskebank.dk,Realkreditkontor Roskilde,
4032,Danske Bank,Danske Bank Ringsted Afdeling,"Torvet 6, 4100 Ringsted",Ringsted,+4545125000,www.danskebank.dk,Realkreditkontor Ringsted,
4033,Danske Bank,Danske Bank Glostrup Afdeling,"Hovedvejen 109, 2600 Glostrup",Glostrup,+4545126700,www.danskebank.dk,Realkreditkontor Glostrup,
4037,Danske Bank,Danske Bank Esbjerg Afdeling,"Strandbygade 2, 6700 Esbjerg",Esbjerg,+4545120770,www.danskebank.dk,Realkreditkontor Esbjerg,
4038,Danske Bank,Danske Bank Thisted Afdeling,"Jernbanegade 7A, 7700 Thisted",Thisted,+4545120080,www.danskebank.dk,Realkreditkontor Thisted,
4039,Danske Bank,Danske Bank Odense Afdeling,"Flakhaven 1, 5100 Odense C",Odense C,+4545120810,www.danskebank.dk,Realkreditkontor Odense,
4040,Danske Bank,,,,,www.danskebank.dk,Realkreditkontor Aabenraa,
4041,Danske Bank,Danske Bank Fredericia Vest Afdeling,"Venusvej 10A, L 1, 7000 Fredericia",Fredericia,+4545123030,www.danskebank.dk,Område Vest/odense,
4045,Danske Bank,Danske Bank Hjørring Afdeling,"Østergade 26, 9800 Hjørring",Hjørring,+4545120100,www.danskebank.dk,Realkreditkontor Hjørring,
4046,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Privatkundeservice Nord,
4047,Danske Bank,Danske Bank Aalborg Afdeling,"Algade 53, 9000 Aalborg",Aalborg,+4545121100,www.danskebank.dk,Realkreditkontor Aalborg,
4048,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Område Vest/Aalborg,
4049,Danske Bank,Danske Bank Herning Afdeling,"Dalgasgade 27, 7400 Herning",Herning,+4545121600,www.danskebank.dk,Realkreditkontor Herning,
4050,Danske Bank,Danske Bank Randers Afdeling,"Østervold 39, 8900 Randers C",Randers C,+4545120430,www.danskebank.dk,Realkreditkontor Randers,
4051,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Testkorps,
4052,Danske Bank,Danske Bank Frederikshavn Afdeling,"Danmarksgade 70E, 9900 Frederikshavn",Frederikshavn,+4545125410,www.danskebank.dk,Realkreditkontor Frederikshavn,
4053,Danske Bank,Danske Bank Silkeborg Afdeling,"Vestergade 3, 8600 Silkeborg",Silkeborg,+4545120540,www.danskebank.dk,Realkreditkontor Silkeborg,
4054,Danske Bank,Danske Bank Vejle Afdeling,"Kirkegade 21, 7100 Vejle",Vejle,+4545122200,www.danskebank.dk,Realkreditkontor Vejle,
4057,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Ringsted,
4061,Danske Bank,,,,,www.danskebank.dk,Markedsafdelingen Salg,
4064,Danske Bank,,,,,www.danskebank.dk,,
4065,Danske Bank,Danske Bank Rødovre Centrum Afdeling,"Rødovre Centrum 120, 2610 Rødovre",Rødovre,+4545122760,www.danskebank.dk,Rødovre Centrum,
4066,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Lånesupport,
4067,Danske Bank,Danske Bank Esbjerg Afdeling,"Strandbygade 2, 6700 Esbjerg",Esbjerg,+4545120770,www.danskebank.dk,Private Banking Esbjerg,
4070,Danske Bank,Danske Bank Hvidovre Afdeling,"Hvidovrevej 135, 2650 Hvidovre",Hvidovre,+4545122730,www.danskebank.dk,Hvidovre,
4072,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Bank Form Services Bks,
4073,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Danske Bank Form Services Bks,
4076,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd - Løn - Moder,
4083,Danske Bank,Danske Bank Frederiksberg Afdeling,"Falkoner Alle 55, 2000 Frederiksberg",Frederiksberg,+4545120180,www.danskebank.dk,Frederiksberg,
4085,Danske Bank,Danske Bank Tårnby Afdeling,"Amager Landevej 40, 2770 Kastrup",Kastrup,+4545123780,www.danskebank.dk,Tårnby,
4089,Danske Bank,Danske Bank Børkop Afdeling,"Ny Boder 27, 7080 Børkop",Børkop,+4545121570,www.danskebank.dk,Børkop,
4090,Danske Bank,,,,,www.danskebank.dk,Rungsted,
4092,Danske Bank,Danske Bank Odense Afdeling,"Flakhaven 1, 5100 Odense C",Odense C,+4545120810,www.danskebank.dk,Odense,
4095,Danske Bank,,,,,www.danskebank.dk,,
4099,Danske Bank,Danske Bank Peter Bangs Vej Afdeling,"Peter Bangs Vej 60, 2000 Frederiksberg",Frederiksberg,+4545125570,www.danskebank.dk,Peter Bangs Vej,
4120,Danske Bank,Danske Bank Hellerup Afdeling,"Strandvejen 80, 2900 Hellerup",Hellerup,+4545120230,www.danskebank.dk,Hellerup,
4130,Danske Bank,Danske Bank Birkerød Afdeling,"Hovedgaden 19, 3460 Birkerød",Birkerød,+4545120200,www.danskebank.dk,Birkerød,
4133,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,"Rd Privat, Rønne",
4160,Danske Bank,Danske Bank Frederikssundsvej Afdeling,"Frederikssundsvej 52, 2400 København NV",København NV,+4545120630,www.danskebank.dk,Frederikssundsvej,
4180,Danske Bank,Danske Bank Nytorv Afdeling,"Frederiksberggade 1, 1459 København K",København K,+4545120900,www.danskebank.dk,Nytorv,
4183,Danske Bank,Danske Bank Store Kongensgade Afdeling,"Store Kongensgade 49, 1264 København K",København K,+4545120110,www.danskebank.dk,Finanscenter København,
4188,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Odense,
4189,Danske Bank,Danske Bank Nytorv Afdeling,"Frederiksberggade 1, 1459 København K",København K,+4545120900,www.danskebank.dk,Nytorv,
4190,Danske Bank,Danske Bank Gentofte Afdeling,"Gentoftegade 50, 2820 Gentofte",Gentofte,+4545122840,www.danskebank.dk,Gentofte,
4200,Danske Bank,Danske Bank Grøndals Afdeling,"Godthåbsvej 229, 2720 Vanløse",Vanløse,+4545124520,www.danskebank.dk,Grøndals,
4201,Danske Bank,Danske Bank Charlottenlund Afdeling,"Jægersborg Alle 31, 2920 Charlottenlund",Charlottenlund,+4545124500,www.danskebank.dk,Charlottenlund,
4205,Danske Bank,Danske Bank Gentofte Afdeling,"Gentoftegade 50, 2820 Gentofte",Gentofte,+4545122840,www.danskebank.dk,Gentofte,
4230,Danske Bank,,,,,www.danskebank.dk,Husum,
4236,Unknown,,,,,,Maybe Danske Bank in Copenhagen,
4250,Danske Bank,Danske Bank Peter Bangs Vej Afdeling,"Peter Bangs Vej 60, 2000 Frederiksberg",Frederiksberg,+4545125570,www.danskebank.dk,Peter Bangs Vej,
4260,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Lyngby Hovedgade,
4263,Danske Bank,Danske Bank Lyngby Afdeling,"Lyngby Hovedgade 25, 2800 Lyngby",Lyngby,+4545124800,www.danskebank.dk,Lyngby,
4278,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Esbjerg,
4279,Danske Bank,Danske Bank Nørreport Afdeling,"Nørre Voldgade 68, 1358 København K",København K,+4545120600,www.danskebank.dk,Nørreport,
4280,Danske Bank,Danske Bank Nørrebro Afdeling,"Nørrebrogade 26, 2200 København N",København N,+4545122720,www.danskebank.dk,Nørrebro,
4282,Danske Bank,Danske Bank Store Kongensgade Afdeling,"Store Kongensgade 49, 1264 København K",København K,+4545120110,www.danskebank.dk,Kreditområde Region København,
4284,Danske Bank,,,,,www.danskebank.dk,Blanket Service,
4287,Danske Bank,,,,,www.danskebank.dk,Rs Controlling,
4300,Danske Bank,Danske Bank Charlottenlund Afdeling,"Jægersborg Alle 31, 2920 Charlottenlund",Charlottenlund,+4545124500,www.danskebank.dk,Charlottenlund,
4309,Danske Bank,,,,,www.danskebank.dk,Erhvervssupport,
4310,Danske Bank,Danske Bank Store Kongensgade Afdeling,"Store Kongensgade 49, 1264 København K",København K,+4545120110,www.danskebank.dk,Store Kongensgade,
4312,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Service,
4314,Danske Bank,Danske Bank Helsingør Afdeling,"Stengade 57B, 3000 Helsingør",Helsingør,+4545120560,www.danskebank.dk,Helsingør,
4315,Danske Bank,Danske Bank Svendborg Afdeling,"Møllergade 2, 5700 Svendborg",Svendborg,+4545125080,www.danskebank.dk,Svendborg,
4316,Danske Bank,,,,,www.danskebank.dk,Finanscenter Storkøbenhavn,
4317,Danske Bank,Danske Bank Roskilde Afdeling,"Stændertorvet 5, 4000 Roskilde",Roskilde,+4545122100,www.danskebank.dk,Roskilde,
4319,Danske Bank,Danske Bank Odense Nord Afdeling,"Næsbyhovedvej 1, 5270 Odense N",Odense N,+4545121640,www.danskebank.dk,Finanscenter Sjælland Nord,
4330,Danske Bank,Danske Bank Nordhavn Afdeling,"Strandboulevarden 59, 2100 København Ø",København Ø,+4545123510,www.danskebank.dk,Nordhavn,
4336,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Fondsadministration,
4343,Danske Bank,,,,,www.danskebank.dk,Finanscenter Sjælland Syd,
4348,Danske Bank,Danske Bank Bagsværd Afdeling,"Bagsværd Hovedgade 150, 2880 Bagsværd",Bagsværd,+4545122850,www.danskebank.dk,Rd Vejle,
4356,Danske Bank,Danske Bank Hillerød Afdeling,"Munkeengen 32, 3400 Hillerød",Hillerød,+4545121000,www.danskebank.dk,Hillerød,
4363,Danske Bank,Danske Bank Frederikssund Afdeling,"Jernbanegade 7, 3600 Frederikssund",Frederikssund,+4545120440,www.danskebank.dk,Frederikssund,
4366,Danske Bank,,,,,www.danskebank.dk,Finanscenter Fyn,
4368,Danske Bank,,,,,www.danskebank.dk,Finanscenter Nordjylland,
4380,Danske Bank,Danske Bank Vanløse Afdeling,"Jernbane Alle 99, 2720 Vanløse",Vanløse,+4545122770,www.danskebank.dk,Vanløse,
